,c2,,,,,,,1978.0,,,,,15.0,154.0,,,0.8,,20
,c2,,,,,,,1971.0,,,,,13.0,150.0,,,0.8,,20
,c2,,,,,,,1969.0,,,,,8.0,171.0,,,0.8,,20
,c2,,,,,,,1971.0,,,,,8.0,149.0,,,0.8,,20
,c2,,,,,,,1959.0,,,,,14.0,129.0,,,0.8,,20
,o1a,,,,,,,1948.0,,,,,17.0,119.0,,,0.35,60.0,20
,o1a,,,,,,,1930.0,,,,,20.0,107.0,,,0.35,60.0,20
,o1a,,,,,,,1912.0,,,,,22.0,102.0,,,0.35,60.0,20
,c2,,,,,,,1886.0,,,,,13.0,113.0,,,0.8,,20
,c2,,,,,,,1887.0,,,,,7.0,212.0,,,0.8,,20
,c2,,,,,,,1893.0,,,,,7.0,206.0,,,0.8,,20
