HOURLY,HOUR,TEMP,RH,WD,WS,PRECIP
22/10/2001,4,-5.7,98,360,0,0
22/10/2001,5,-5.7,98,360,0,0
22/10/2001,6,-6,98,360,0,0
22/10/2001,7,-6.8,98,360,0,0
22/10/2001,8,-7.1,98,360,0,0
22/10/2001,9,-6.8,98,360,0,0
22/10/2001,10,-4.9,98,360,0,0
22/10/2001,11,-0.7,78,360,1,0
22/10/2001,12,3.9,55,360,5,0
22/10/2001,13,7.1,31,360,16,0
22/10/2001,14,7.8,29,360,15,0
22/10/2001,15,7.4,31,360,18,0
22/10/2001,16,7.1,31,360,18,0
22/10/2001,17,5.7,33,360,21,0
22/10/2001,18,4.6,37,360,11,0
22/10/2001,19,1.4,49,360,0,0
22/10/2001,20,-3.1,63,360,0,0
22/10/2001,21,-2.8,63,360,0,0
22/10/2001,22,-3.1,67,360,3,0
22/10/2001,23,-2.8,71,360,0,0
23/10/2001,0,-4.9,78,360,0,0
23/10/2001,1,-4.9,88,360,1,0
23/10/2001,2,-4.6,96,360,0,0
23/10/2001,3,-4.6,96,360,0,0
23/10/2001,4,-4.9,94,360,1,0
23/10/2001,5,-4.9,94,360,4,0
23/10/2001,6,-4.6,94,360,7,0
23/10/2001,7,-4.6,94,360,0,0
23/10/2001,8,-4.9,96,360,2,0
23/10/2001,9,-3.5,92,360,16,0
23/10/2001,10,-2.8,90,360,9,0
23/10/2001,11,-1.7,88,360,10,0
23/10/2001,12,-0.3,80,360,10,0
23/10/2001,13,2.1,71,360,9,0
23/10/2001,14,3.2,61,360,12,0
23/10/2001,15,1.8,75,360,14,0
23/10/2001,16,0.7,86,360,13,0
23/10/2001,17,-0.7,94,360,12,0.25
23/10/2001,18,-1.4,98,360,9,0
23/10/2001,19,-2.1,98,360,6,0
23/10/2001,20,-2.4,98,360,12,0
23/10/2001,21,-2.4,98,360,0,0
23/10/2001,22,-2.8,98,360,0,0
23/10/2001,23,-3.1,100,360,14,0
24/10/2001,0,-3.1,98,360,7,0
24/10/2001,1,-3.5,98,360,0,0
24/10/2001,2,-3.5,98,360,0,0
24/10/2001,3,-3.1,98,360,1,0
24/10/2001,4,-3.5,100,360,0,0
24/10/2001,5,-3.1,98,360,9,0
24/10/2001,6,-3.8,98,360,0,0
24/10/2001,7,-4.2,100,360,0,0
24/10/2001,8,-4.9,100,360,0,0
24/10/2001,9,-6,100,360,1,0
24/10/2001,10,-5.7,100,360,1,0
24/10/2001,11,-3.1,94,360,10,0
24/10/2001,12,-0.7,45,360,21,0
24/10/2001,13,0.7,35,360,19,14
24/10/2001,14,0.4,33,360,28,0
24/10/2001,15,1.1,29,360,21,0
24/10/2001,16,1.1,29,360,31,0
24/10/2001,17,0.7,33,360,27,0
24/10/2001,18,-0.7,35,360,21,0
24/10/2001,19,-3.1,53,360,4,0
24/10/2001,20,-4.9,67,360,0,0
24/10/2001,21,-5.3,75,360,1,0
24/10/2001,22,-6,82,360,6,0
24/10/2001,23,-6,84,360,5,0
25/10/2001,0,-7.5,92,360,4,0
25/10/2001,1,-9.8,92,360,0,0
25/10/2001,2,-10.5,98,360,0,0
25/10/2001,3,-12.5,98,360,0,0
25/10/2001,4,-12.5,96,360,0,0
25/10/2001,5,-12.1,96,360,0,0
25/10/2001,6,-13.7,92,360,2,0
25/10/2001,7,-14.9,90,360,0,0
25/10/2001,8,-15.7,92,360,0,0
25/10/2001,9,-14.9,96,360,0,0
25/10/2001,10,-9.4,98,360,2,0
25/10/2001,11,-5.3,69,360,8,0
25/10/2001,12,-1,51,360,0,0
25/10/2001,13,0.7,49,360,13,0
25/10/2001,14,0.7,51,360,19,1
25/10/2001,15,1.1,49,360,14,0
25/10/2001,16,1.8,45,360,8,0
25/10/2001,17,2.1,29,360,9,0
25/10/2001,18,-1.7,43,360,4,0
25/10/2001,19,-4.2,69,360,6,0
25/10/2001,20,-5.7,82,360,0,0
25/10/2001,21,-8.3,92,360,0,0
25/10/2001,22,-9.8,88,360,1,0
25/10/2001,23,-9,94,360,1,0
26/10/2001,0,-9,88,360,4,0
26/10/2001,1,-10.5,94,360,0,0
26/10/2001,2,-12.5,96,360,1,0
26/10/2001,3,-12.9,94,360,3,0
26/10/2001,4,-13.3,94,360,0,0
26/10/2001,5,-13.3,96,360,0,0
26/10/2001,6,-13.7,94,360,0,0
26/10/2001,7,-13.3,96,360,3,0
26/10/2001,8,-13.7,94,360,0,0
26/10/2001,9,-12.1,96,360,2,0
26/10/2001,10,-10.1,94,360,5,0
26/10/2001,11,-5.3,86,360,4,0
26/10/2001,12,0.4,73,360,5,0
26/10/2001,13,13.9,31,360,22,0
26/10/2001,14,13.1,35,360,32,0
26/10/2001,15,12.4,37,360,45,0
26/10/2001,16,12.8,37,360,44,0
26/10/2001,17,12.1,35,360,47,0
26/10/2001,18,10.6,39,360,49,0
26/10/2001,19,9.2,41,360,54,0
26/10/2001,20,9.2,45,360,46,0
26/10/2001,21,8.5,47,360,46,0
26/10/2001,22,8.1,49,360,44,0
26/10/2001,23,7.8,53,360,40,0
27/10/2001,0,7.4,55,360,26,0
27/10/2001,1,6.4,59,360,8,0
27/10/2001,2,5.7,69,360,8,0
27/10/2001,3,4.9,75,360,8,0
27/10/2001,4,2.8,84,360,0,0
27/10/2001,5,-0.3,82,360,12,0
27/10/2001,6,-1,82,360,12,0
27/10/2001,7,-1,84,360,0,0
27/10/2001,8,-1,82,360,0,0
27/10/2001,9,-1,80,360,0,0
27/10/2001,10,-0.3,76,360,0,0
27/10/2001,11,0.4,63,360,10,0
27/10/2001,12,0.4,65,360,11,0
27/10/2001,13,0.7,65,360,6,0
27/10/2001,14,1.4,67,360,12,0
27/10/2001,15,0.4,78,360,17,0
27/10/2001,16,-1,94,360,11,0
27/10/2001,17,-1.4,92,360,2,0
27/10/2001,18,-2.4,100,360,5,0
27/10/2001,19,-2.4,98,360,9,0
27/10/2001,20,-2.4,96,360,6,0
27/10/2001,21,-3.5,94,360,0,0
27/10/2001,22,-3.8,98,360,3,0
27/10/2001,23,-4.9,98,360,0,0
28/10/2001,0,-6,98,360,2,0
28/10/2001,1,-8.6,98,360,2,0
28/10/2001,2,-7.5,96,360,9,0
28/10/2001,3,-9,92,360,8,0
28/10/2001,4,-9.8,88,360,9,0
28/10/2001,5,-10.5,88,360,11,0
28/10/2001,6,-11.3,88,360,2,0
28/10/2001,7,-11.7,84,360,16,0
28/10/2001,8,-11.7,82,360,17,0
28/10/2001,9,-9.8,76,360,16,0
28/10/2001,10,-6.8,67,360,27,0
28/10/2001,11,-5.3,63,360,28,0
28/10/2001,12,-3.5,61,360,24,0
28/10/2001,13,-1.7,57,360,21,0.25
28/10/2001,14,-0.7,55,360,19,0
28/10/2001,15,-0.3,49,360,15,0
28/10/2001,16,0,43,360,9,0
28/10/2001,17,-3.5,65,360,4,0
28/10/2001,18,-4.6,75,360,0,0
28/10/2001,19,-6,84,360,1,0
28/10/2001,20,-7.1,84,360,1,0
28/10/2001,21,-9.4,88,360,3,0
28/10/2001,22,-7.5,78,360,0,0
28/10/2001,23,-7.9,76,360,3,0
29/10/2001,0,-6.4,69,360,31,0
29/10/2001,1,-6,67,360,27,0
29/10/2001,2,-6.4,69,360,29,0
29/10/2001,3,-5.7,67,360,28,0
29/10/2001,4,-6.4,71,360,28,0
29/10/2001,5,-6.8,73,360,24,0
29/10/2001,6,-6,69,360,20,0
29/10/2001,7,-5.3,67,360,19,0
29/10/2001,8,-4.6,61,360,27,0
29/10/2001,9,-4.2,63,360,14,0
29/10/2001,10,-3.8,59,360,19,0
29/10/2001,11,-0.3,45,360,23,0
29/10/2001,12,1.8,41,360,25,0
29/10/2001,13,3.9,33,360,16,0.5
29/10/2001,14,4.2,35,360,20,0.5
29/10/2001,15,4.6,35,360,29,0
29/10/2001,16,4.6,33,360,24,0
29/10/2001,17,2.1,51,360,14,0
29/10/2001,18,-1.4,63,360,0,0
29/10/2001,19,-3.5,75,360,1,0
29/10/2001,20,3.2,33,360,24,0
29/10/2001,21,3.2,29,360,31,0
29/10/2001,22,3.5,29,360,26,0
29/10/2001,23,3.9,27,360,33,0
30/10/2001,0,3.5,31,360,36,0
30/10/2001,1,2.5,35,360,31,0
30/10/2001,2,3.2,33,360,25,0
30/10/2001,3,3.5,33,360,18,0
30/10/2001,4,2.1,37,360,9,0
30/10/2001,5,0.7,45,360,3,0
30/10/2001,6,0,41,360,7,0
30/10/2001,7,-0.3,47,360,11,0
30/10/2001,8,-0.7,51,360,4,0
30/10/2001,9,2.1,37,360,9,0
30/10/2001,10,0.7,51,360,18,0
30/10/2001,11,3.5,37,360,13,0
30/10/2001,12,3.9,37,360,20,0
30/10/2001,13,4.9,33,360,30,0
30/10/2001,14,5.3,31,360,30,0
30/10/2001,15,6.4,35,360,22,0
30/10/2001,16,6.7,39,360,19,0
30/10/2001,17,5.7,49,360,21,0
30/10/2001,18,4.6,55,360,16,0
30/10/2001,19,1.1,65,360,0,0
30/10/2001,20,-1.4,78,360,0,0
30/10/2001,21,-3.1,84,360,1,0
30/10/2001,22,-3.5,86,360,1,0
30/10/2001,23,-3.1,86,360,7,0
